"Search Criteria:"

"Lease Type: Both"
"District: 10"
"Permitted Fluid: Salt Water"
"Injection Type: Disposal into a productive zone (H-1)"

"UIC No.","API No.",District,"Lease No.","Lease Name","Well No.","Field Name","Operator Name",County,Oil/Gas,"Formation Names"
000057533,23330226,10,074795,PRICE,4,"HUTCH (BROWN DOLOMITE)","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Gas,
000057536,48301618,10,01860,GRAY,2,"PANHANDLE WHEELER COUNTY FIELD","WILDCAT CEMENT CO.",WHEELER,Oil,
000057888,23308158,10,03060,BUSH,1,"PANHANDLE HUTCHINSON COUNTY FLD.","C & C OIL PRODUCERS",HUTCHINSON,Oil,
000057898,23330134,10,06313,BETTINA,5,"PANHANDLE HUTCHINSON COUNTY FLD.","TINA'S DISPOSAL COMPANY",HUTCHINSON,Oil,
000057978,23331486,10,05098,"PRITCHARD ""B""",3W,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000058031,48300409,10,02583,"TINDALL, J. M.",2,"PANHANDLE WHEELER COUNTY FIELD","PANHANDLE CONSULTANTS, INC.",WHEELER,Oil,
000058179,29522442,10,03345,BRADFORD-LAURIE,"A  4W","BRADFORD (TONKAWA)","UNIT PETROLEUM COMPANY",LIPSCOMB,Oil,
000058188,23330931,10,08454,"STATE OF TEXAS -AE-",65D,"PANHANDLE HUTCHINSON COUNTY FLD.","NORTH TEXAS LLANO OPERATING CORP",HUTCHINSON,Oil,
000058342,48381214,10,03065,PRYOR,6,"PANHANDLE WHEELER COUNTY FIELD","LOBLEY, JERRY J.",WHEELER,Oil,
000058391,23381398,10,00838,LYALL,6,"PANHANDLE HUTCHINSON COUNTY FLD.","HOLMES, W. W. OIL COMPANY",HUTCHINSON,Oil,
000058392,23304979,10,00703,MOORE-LANGDON,7,"PANHANDLE HUTCHINSON COUNTY FLD.","FORA COMPANY",HUTCHINSON,Oil,
000059047,06531772,10,05158,"TWO BAR RANCH",4094,"PANHANDLE CARSON COUNTY FIELD","CIRCLE W OIL & GAS COMPANY",CARSON,Oil,
000059094,48331023,10,117378,"TROXELL -B-",1,"PANHANDLE, EAST","TROXELL OIL & GAS",WHEELER,Gas,
000059159,23301705,10,01705,"LOGAN ""B""",4,"PANHANDLE HUTCHINSON COUNTY FLD.","DRAIN OIL CO.",HUTCHINSON,Oil,
000059183,23332150,10,05964,GIRLSTOWN,"M  4","PANHANDLE HUTCHINSON COUNTY FLD.","RESTORATION ENERGY LLC",HUTCHINSON,Oil,
000059200,23313047,10,02010,"PRITCHARD, SALLIE -A-",7,"PANHANDLE HUTCHINSON COUNTY FLD.","DAWN OIL & GAS OPERATORS INC.",HUTCHINSON,Oil,
000059203,23307405,10,025270,"JOHNSON, E. B.","A  4","PANHANDLE, WEST","LINN OPERATING, INC.",HUTCHINSON,Gas,
000059268,23383315,10,01204,"WHITTENBURG, J. A.",10,"PANHANDLE HUTCHINSON COUNTY FLD.","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,
000059271,06530697,10,04099,"BURNET ""C""",2,"PANHANDLE CARSON COUNTY FIELD",SAMCO,CARSON,Oil,
000059278,23380729,10,00169,"MOORE, E. J. NCT-2",24,"PANHANDLE CARSON COUNTY FIELD","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,
000059281,23330026,10,01257,HILL,"M 53","PANHANDLE HUTCHINSON COUNTY FLD.","C & C OIL PRODUCERS",HUTCHINSON,Oil,
000059286,23381393,10,00835,GROVES,14,"PANHANDLE HUTCHINSON COUNTY FLD.","LUCKY BIRD TOO",HUTCHINSON,Oil,
000059288,23384365,10,01705,"LOGAN ""B""",6,"PANHANDLE HUTCHINSON COUNTY FLD.","MIKRON OIL & GAS",HUTCHINSON,Oil,
000059294,23385122,10,02712,"CARVER AREA WATERFLOOD UT. #1",13,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000059302,17930218,10,03776,HAYNES,11,"PANHANDLE GRAY COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",GRAY,Oil,
000059310,06531827,10,03804,"BURNETT -K-",12W,"PANHANDLE CARSON COUNTY FIELD","MISTEX OPERATING, INC.",CARSON,Oil,
000059419,23384585,10,01967,"BURNETT, S. B. #2",2,"PANHANDLE CARSON COUNTY FIELD","POLARIS OPERATING, LLC",HUTCHINSON,Oil,
000059471,06582158,10,02485,"ARNOLD -A-",2,"PANHANDLE CARSON COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",CARSON,Oil,
000059779,34130142,10,01352,"PRITCHARD, J. E.",10,"PANHANDLE MOORE COUNTY FIELD","W.B.D. OIL AND GAS INC.",MOORE,Oil,
000060034,06582552,10,06028,"BURNETT RANCH B",3D,"PANHANDLE CARSON COUNTY FIELD","OXY USA INC.",CARSON,Oil,
000060044,23330230,10,03797,KILLOUGH,5,"PANHANDLE HUTCHINSON COUNTY FLD.","PHILLIPS PETROLEUM COMPANY",HUTCHINSON,Oil,
000060045,23384819,10,02250,"SOUTH HERRING",24,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000060572,23384021,10,01299,"WARE, R. C.",14,"PANHANDLE HUTCHINSON COUNTY FLD.","BORGER RESOURCES 2 LLC",HUTCHINSON,Oil,
000060606,23382989,10,04535,BARNHILL,51,"PANHANDLE HUTCHINSON COUNTY FLD.","LUXOR OIL & GAS, INC.",HUTCHINSON,Oil,
000060690,06531633,10,06315,HARNLY,1,"PANHANDLE CARSON COUNTY FIELD","EVANS PET CORP",CARSON,Oil,
000060691,06531813,10,06139,MCDOWELL,6,"PANHANDLE CARSON COUNTY FIELD","DANIELS ENERGY",CARSON,Oil,
000060696,17931429,10,05423,LANGHAM,5A,"PANHANDLE GRAY COUNTY FIELD","ROXI PRODUCTION",GRAY,Oil,
000060729,23300628,10,00816,"COCKRELL -C-",6,"PANHANDLE HUTCHINSON COUNTY FLD.","RESTORATION ENERGY LLC",HUTCHINSON,Oil,
000061022,23311801,10,01233,"TERRY, H. B.",6,"PANHANDLE HUTCHINSON COUNTY FLD.","POLARIS OPERATING, LLC",HUTCHINSON,Oil,
000061258,06531748,10,06337,"SKELLYTOWN SWD #1",1069,"PANHANDLE CARSON COUNTY FIELD","PAMPA WATER DISPOSAL, INC.",CARSON,Oil,
000061790,48381091,10,02460,BENTLEY,1D,"PANHANDLE WHEELER COUNTY FIELD","J.B. EXPLORATION",WHEELER,Oil,
000061891,23332260,10,06195,TYSON,"9 D","PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000061898,17930192,10,03843,BOGAN,4,"PANHANDLE GRAY COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",GRAY,Oil,
000062053,23307707,10,02787,SANFORD-ALAMOSA,11,"PANHANDLE HUTCHINSON COUNTY FLD.","LOSURE, KEN",HUTCHINSON,Oil,
000062232,06580581,10,00034,TATE,6,"PANHANDLE CARSON COUNTY FIELD","HOLCO OIL & GAS",CARSON,Oil,
000062550,17931630,10,05773,"FERN, FANNIE",1,"PANHANDLE GRAY COUNTY FIELD","N AND T PRODUCTIONS",GRAY,Oil,
000062554,29520045,10,03367,ARNSTEIN,1,"DARROUZETT (TONKAWA)","H & K PLUGGING AND SALVAGE",LIPSCOMB,Oil,
000062818,48330674,10,06425,ANGIE,1,"PANHANDLE WHEELER COUNTY FIELD","IRISH CITY OIL & GAS, INC.",WHEELER,Oil,
000062819,23300243,10,00887,"SMITH, DALE",6,"PANHANDLE HUTCHINSON COUNTY FLD.","LOSURE PET. CO.",HUTCHINSON,Oil,
000062957,17930846,10,04712,KRETZMEIER,2,"PANHANDLE GRAY COUNTY FIELD","SUKAY OIL & GAS, INC.",GRAY,Oil,
000062976,06582265,10,03141,COFFEE,2,"PANHANDLE CARSON COUNTY FIELD","MEYER FARMS INC.",CARSON,Oil,
000062977,23332273,10,06191,"WISDOM, B.","3 L","PANHANDLE HUTCHINSON COUNTY FLD.","ENERGY 2000, INC.",HUTCHINSON,Oil,
000063307,17903958,10,00490,REIGER,4D,"PANHANDLE GRAY COUNTY FIELD","PHILLIPS PETROLEUM COMPANY",GRAY,Oil,
000063814,23300026,10,05791,WHITTENBURG,1D,"PANHANDLE HUTCHINSON COUNTY FLD.","H & K PLUGGING AND SALVAGE",HUTCHINSON,Oil,
000064039,08700387,10,02971,"BELL C",2,"PANHANDLE COLLINGSWORTH COUNTY","HARVARD PETROLEUM COMPANY, LLC",COLLINGSWORTH,Oil,
000064053,17904401,10,02203,MELTON,4,"PANHANDLE GRAY COUNTY FIELD","OILWELL OPERATORS, INC.",GRAY,Oil,
000064060,48380912,10,01464,"KELLER, P. M.",3,"PANHANDLE WHEELER COUNTY FIELD","PANTERA ENERGY COMPANY",WHEELER,Oil,
000064068,23300577,10,01558,"KINGSLAND -C-",7W,"PANHANDLE HUTCHINSON COUNTY FLD.","TJ OIL COMPANY",HUTCHINSON,Oil,
000064202,06531784,10,06038,COFFEE,4,"PANHANDLE CARSON COUNTY FIELD","B & B FARM INDUSTRIES, INC.",CARSON,Oil,
000064203,17903012,10,06150,"TAYLOR, W. H. ""N""",2,"PANHANDLE GRAY COUNTY FIELD",TAYLOR-CLAYTON-HAWLEY,GRAY,Oil,
000064366,17931824,10,04611,"TAYLOR, W. H. ""GO""",7,"PANHANDLE GRAY COUNTY FIELD",TAYLOR-CLAYTON-HAWLEY,GRAY,Oil,
000064502,23331468,10,05293,KIMBERLY,6W,"PANHANDLE HUTCHINSON COUNTY FLD.","PETRO HALEY",HUTCHINSON,Oil,
000064634,37531061,10,05305,"BIVINS -PR-",3455,"PANHANDLE (RED CAVE)","RENEAU OIL CO.",POTTER,Oil,
000064708,23382698,10,01085,"WHITTENBURG, J. A. -A-",76A,"PANHANDLE HUTCHINSON COUNTY FLD.","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,
000064711,23309710,10,00972,RICHARDS,2,"PANHANDLE HUTCHINSON COUNTY FLD.","BEAR CREEK OPERATING",HUTCHINSON,Oil,
000064714,23332300,10,06159,"PHILLIPS, OTIS ""A""",8W,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000064718,48331214,10,06094,"LOCKE (S)","5 M","PANHANDLE WHEELER COUNTY FIELD","RIMROCK GAS COMPANY",WHEELER,Oil,
000064723,39300736,10,01501,LARONA,"D  1","QUINDUNO (ALBANY DOLOMITE, LO.)","PHILLIPS PETROLEUM COMPANY",ROBERTS,Oil,
000064726,23306068,10,00794,"DIAL, C. L., ETAL",157W,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000064727,23308071,10,00794,"DIAL, C. L., ETAL",162W,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000064728,23331099,10,00794,"DIAL, C. L., ETAL",279W,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000064815,17984007,10,01708,GRAY,6,"PANHANDLE GRAY COUNTY FIELD","TRYMA OPERATING",GRAY,Oil,
000064837,48320058,10,03017,SCHWARTING,3,"PANHANDLE WHEELER COUNTY FIELD","ALFARO OIL & GAS",WHEELER,Oil,
000065279,23331538,10,05316,KYLE,4,"PANHANDLE HUTCHINSON COUNTY FLD.","BORGER RESOURCES 2 LLC",HUTCHINSON,Oil,
000065508,48300522,10,02390,"HALL, J. A., NCT-3",1,"PANHANDLE WHEELER COUNTY FIELD","WISCHKAEMPER, KENNETH",WHEELER,Oil,
000065513,17907042,10,00372,"REST 160",11,"PANHANDLE GRAY COUNTY FIELD","JLH PETROLEUM LLC",GRAY,Oil,
000065522,34131976,10,05956,"MOTHER GOOSE",9D,"PANHANDLE MOORE COUNTY FIELD","MOORE COUNTY GAS PARTNERS, L.P.",MOORE,Oil,
000065529,17905559,10,00610,OCHILTREE,3,"PANHANDLE GRAY COUNTY FIELD","PONDEROSA TX OPERATING LLC",GRAY,Oil,
000065535,23331630,10,05180,"PERKINS, J.J.",5,"PANHANDLE HUTCHINSON COUNTY FLD.","KODIAK OPERATING, LLC",HUTCHINSON,Oil,
000065551,23330256,10,03827,"PRICE, W. D.",3,"BAR NINE (COUNCIL GROVE)","NORTH COUNTRY ENERGY LLC",HUTCHINSON,Oil,
000065793,06530877,10,04459,CRUTCHFIELD,3W,"PANHANDLE CARSON COUNTY FIELD","KODIAK OPERATING, LLC",CARSON,Oil,
000065842,48331099,10,05342,CLAIRE,3,"PANHANDLE WHEELER COUNTY FIELD","DEE'S OIL",WHEELER,Oil,
000065843,34131054,10,06059,JOANNIE,11W,"PANHANDLE MOORE COUNTY FIELD","L & G OPERATING, INC.",MOORE,Oil,
000065910,17900549,10,00193,"COMBS ETAL",7,"PANHANDLE GRAY COUNTY FIELD","PORTER OPERATING COMPANY, L.L.C.",GRAY,Oil,
000065912,34131449,10,07869,"HARRIS-LADD SWD",5D,"PANHANDLE MOORE COUNTY FIELD","J. W. RESOURCES INC.",MOORE,Oil,
000066007,06520048,10,02626,COOPER,11,"PANHANDLE CARSON COUNTY FIELD",JIRO,CARSON,Oil,
000066375,48331220,10,06518,NELSON,2,"PANHANDLE WHEELER COUNTY FIELD","WISCHKAEMPER, KENNETH",WHEELER,Oil,
000066502,17906707,10,00346,COBB,2,"PANHANDLE GRAY COUNTY FIELD","PG-M INTERNATIONAL OPERATING,LLC",GRAY,Oil,
000066557,23384396,10,01762,"PERKINS, J. J. ETAL -C-","C  4","PANHANDLE HUTCHINSON COUNTY FLD.","CUYAHOGA EXPL. & DEVEL. CORP.",HUTCHINSON,Oil,
000066652,17983224,10,00637,"DAVIS, M. B.",17,"PANHANDLE GRAY COUNTY FIELD","XTO ENERGY INC.",GRAY,Oil,
000066656,34131985,10,06405,LONGANECKER,4,"PANHANDLE MOORE COUNTY FIELD","CHESAPEAKE OPERATING, INC.",MOORE,Oil,
000066680,34131909,10,06011,MAJESTIC,"C  5","PANHANDLE MOORE COUNTY FIELD","KODIAK OPERATING, LLC",MOORE,Oil,
000067161,06500869,10,02947,SANFORD,4,"PANHANDLE CARSON COUNTY FIELD","PG-M INTERNATIONAL OPERATING,LLC",CARSON,Oil,
000067163,17983005,10,00598,"JACKSON, WM.",2,"PANHANDLE GRAY COUNTY FIELD","PONDEROSA TX OPERATING LLC",GRAY,Oil,
000067175,17904073,10,00438,"MORSE, J. S. -B-",1,"PANHANDLE GRAY COUNTY FIELD","RIO PETROLEUM, INC.",GRAY,Oil,
000067202,17982269,10,00428,"BOWERS -A & C-","A  2W","PANHANDLE GRAY COUNTY FIELD","PETCO PETROLEUM CORP.",GRAY,Oil,
000067294,17900349,10,00389,"EDINGTON, DELLA",4,"PANHANDLE GRAY COUNTY FIELD","PONDEROSA TX OPERATING LLC",GRAY,Oil,
000067325,23332044,10,06421,SHARON,1,"PANHANDLE HUTCHINSON COUNTY FLD.","BURNETT CORP.",HUTCHINSON,Oil,
000067333,34100963,10,07016,MORTON,"9 M","PANHANDLE MOORE COUNTY FIELD","W.B.D. OIL AND GAS INC.",MOORE,Oil,
000067472,06531349,10,05585,MAGIC,2D,"PANHANDLE CARSON COUNTY FIELD","PG-M INTERNATIONAL OPERATING,LLC",CARSON,Oil,
000067473,23304797,10,00910,TIMMS,8,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000067694,48380549,10,01363,PRICE,3W,"PANHANDLE WHEELER COUNTY FIELD","PENDLETON, PHILIP E.",WHEELER,Oil,
000067699,17931293,10,05266,SULLIVAN,2,"PANHANDLE GRAY COUNTY FIELD","EXXCEL PRODUCTION COMPANY",GRAY,Oil,
000067700,17931466,10,05118,FELIX,8,"PANHANDLE GRAY COUNTY FIELD","EXXCEL PRODUCTION COMPANY",GRAY,Oil,
000067711,23384399,10,01762,"PERKINS, J. J. ETAL -C-","C  6W","PANHANDLE HUTCHINSON COUNTY FLD.","CUYAHOGA EXPL. & DEVEL. CORP.",HUTCHINSON,Oil,
000067712,23307084,10,01195,"HUBER STATE",4,"PANHANDLE HUTCHINSON COUNTY FLD.","ROGATZ & GLASS",HUTCHINSON,Oil,
000067713,23311764,10,01670,"HUBER-RILEY -J-",2W,"PANHANDLE HUTCHINSON COUNTY FLD.","CHAPTER PETROLEUM",HUTCHINSON,Oil,
000067715,23304522,10,01669,"HUBER-RILEY -I-",3,"PANHANDLE HUTCHINSON COUNTY FLD.","MISTEX PETROLEUM",HUTCHINSON,Oil,
000067716,23300498,10,01666,HUBER-PARKS,2,"PANHANDLE HUTCHINSON COUNTY FLD.","M G M OIL CO.",HUTCHINSON,Oil,
000067740,23386541,10,00698,MITCHELL-SANFORD,1SW,"PANHANDLE HUTCHINSON COUNTY FLD.","JEWEL OIL & GAS",HUTCHINSON,Oil,
000067770,17907516,10,00266,"SAUNDERS -A-",2,"PANHANDLE GRAY COUNTY FIELD","OILWELL OPERATORS, INC.",GRAY,Oil,
000067867,23331335,10,05052,"JAMESON ""C""",1CW,"PANHANDLE HUTCHINSON COUNTY FLD.","WHITTINGTON, G. R. ESTATE",HUTCHINSON,Oil,
000067868,23330287,10,06569,KILLOUGH,"A  1","PANHANDLE HUTCHINSON COUNTY FLD.","ANISMAN, MELVIN OIL COMPANY INC.",HUTCHINSON,Oil,
000067870,06530898,10,04775,HAIDUK,3,"PANHANDLE CARSON COUNTY FIELD","ADOBE OPERATING COMPANY",CARSON,Oil,
000067883,06500330,10,00131,ROULETTE,2W,"PANHANDLE CARSON COUNTY FIELD","HARVEST RESOURCES CORP.",CARSON,Oil,
000067995,06500000,10,00138,"COOPER B & E",7,"PANHANDLE CARSON COUNTY FIELD","ENEREX SUPPLY, INC.",CARSON,Oil,
000067996,06580621,10,00042,BLOCK,3,"PANHANDLE CARSON COUNTY FIELD","ENEREX SUPPLY, INC.",CARSON,Oil,
000068045,23381275,10,00801,"WHITTENBURG, J. A. -D-",15,"PANHANDLE HUTCHINSON COUNTY FLD.","BRUCE ENTERPRISE, INC.",HUTCHINSON,Oil,
000068046,23306206,10,00801,"WHITTENBURG, J. A. -D-",12,"PANHANDLE HUTCHINSON COUNTY FLD.","BRUCE ENTERPRISE, INC.",HUTCHINSON,Oil,
000068047,23306622,10,00800,"WHITTENBURG, J. A. -B-",15,"PANHANDLE HUTCHINSON COUNTY FLD.","SNW OPERATING COMPANY",HUTCHINSON,Oil,
000068048,23311847,10,00800,"WHITTENBURG, J. A. -B-",11,"PANHANDLE HUTCHINSON COUNTY FLD.","SNW OPERATING COMPANY",HUTCHINSON,Oil,
000068059,48330055,10,01462,"BUSH, W. B.",9,"PANHANDLE WHEELER COUNTY FIELD","TEXACO E & P INC.",WHEELER,Oil,
000068198,23382161,10,00968,WATKINS,6,"PANHANDLE HUTCHINSON COUNTY FLD.","BEAR CREEK OPERATING",HUTCHINSON,Oil,
000068199,23380891,10,00732,"JOHNSON, E. B. -E-",5W,"PANHANDLE HUTCHINSON COUNTY FLD.","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,
000068200,48380694,10,01417,"NORTHROP, JOSEPH W., ETAL",5,"PANHANDLE WHEELER COUNTY FIELD","RENEAU, JAMES SEED CO.",WHEELER,Oil,
000068217,17902102,10,02649,"GILES -A-",2D,"PANHANDLE GRAY COUNTY FIELD","EXXCEL PRODUCTION COMPANY",GRAY,Oil,
000068378,23332325,10,06488,JOHNSON,2,"PANHANDLE HUTCHINSON COUNTY FLD.","TRYMA OPERATING",HUTCHINSON,Oil,
000068547,17930852,10,00481,LEHMAN,5,"PANHANDLE GRAY COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",GRAY,Oil,
000068597,23386434,10,01277,"POND, R. L.",4,"PANHANDLE HUTCHINSON COUNTY FLD.","TEXACO INC.",HUTCHINSON,Oil,
000068714,48330029,10,01847,"COMPARY -A-","A  4","PANHANDLE WHEELER COUNTY FIELD","LOONEY OIL & GAS CO.",WHEELER,Oil,
000068954,23309537,10,00813,WHITTENBURG-RUBIN,4,"PANHANDLE HUTCHINSON COUNTY FLD.","H & W DEVELOPMENT CO.",HUTCHINSON,Oil,
000068955,23383963,10,01293,"HAILE -B-",16,"PANHANDLE HUTCHINSON COUNTY FLD.","SUOCO OIL CORP.",HUTCHINSON,Oil,
000069163,23331001,10,00977,"HERRING, E.",7W,"PANHANDLE HUTCHINSON COUNTY FLD.","RIMROCK GAS COMPANY",HUTCHINSON,Oil,
000069177,23385011,10,02524,PEI-SPOOL,5D,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000069674,42130413,10,06491,RIFFE,4,"CECILIA (MARMATON)","PHILLIPS PETROLEUM COMPANY",SHERMAN,Oil,
000069901,48331212,10,06048,LEWIS,1W,"PANHANDLE WHEELER COUNTY FIELD","VINYARD WATER SERVICE, INC.",WHEELER,Oil,
000070031,06581875,10,01760,"BURNETT -G-",1,"PANHANDLE CARSON COUNTY FIELD","GROSS, L. JACK PRODUCTION",CARSON,Oil,
000070033,06582780,10,01868,"BURNETT -A-",4,"PANHANDLE CARSON COUNTY FIELD","D. C. W. PRODUCTION",CARSON,Oil,
000070096,34101698,10,06709,SHELLBERG,2W,"PANHANDLE MOORE COUNTY FIELD","PHILLIPS PETROLEUM COMPANY",MOORE,Oil,
000070097,23331175,10,04905,"LITTLE PRO",3,"PANHANDLE HUTCHINSON COUNTY FLD.","PARAFFIN OIL OPERATORS CORP.",HUTCHINSON,Oil,
000070144,23313561,10,01342,UMPHRES,1,"PANHANDLE HUTCHINSON COUNTY FLD.","TRAVELERS OIL COMPANY",HUTCHINSON,Oil,
000070145,23313559,10,01342,UMPHRES,3,"PANHANDLE HUTCHINSON COUNTY FLD.","TRAVELERS OIL COMPANY",HUTCHINSON,Oil,
000070146,23300000,10,01182,"UMPHRES ""A""",7,"PANHANDLE HUTCHINSON COUNTY FLD.","DAVENPORT, VERNON PROD. CO.",HUTCHINSON,Oil,
000070284,06500000,10,00152,"PERCIVAL, F. E.",2,"PANHANDLE CARSON COUNTY FIELD","FORA COMPANY",CARSON,Oil,
000070446,23300000,10,00811,"WHITTENBURG -B-",2,"PANHANDLE HUTCHINSON COUNTY FLD.","NORTH HILLS CORPORATION",HUTCHINSON,Oil,
000070558,20530180,10,06648,"LATHEM ""C""",1,"LATHEM (CANYON GRANITE WASH)","DUNIGAN OPERATING COMPANY, INC.",HARTLEY,Oil,
000070916,17900000,10,00454,,6,"PANHANDLE GRAY COUNTY FIELD","ATLANTIC RICHFIELD CO.",GRAY,Oil,
000070917,17900000,10,00544,,12,"PANHANDLE GRAY COUNTY FIELD","SINCLAIR, CARL OIL WELL SERVICE",GRAY,Oil,
000071002,06500524,10,00174,"CITIES SERVICE -C-",1,"PANHANDLE CARSON COUNTY FIELD","JUDE PRODUCTION, INC.",CARSON,Oil,
000071003,06500355,10,00174,"CITIES SERVICE -C-",2,"PANHANDLE CARSON COUNTY FIELD","JUDE PRODUCTION, INC.",CARSON,Oil,
000071133,23311767,10,00852,BLACKBURN,7,"PANHANDLE HUTCHINSON COUNTY FLD.","HUBER, J. M., CORPORATION",HUTCHINSON,Oil,
000071509,17981467,10,00291,"SAUNDERS, D",1,"PANHANDLE GRAY COUNTY FIELD","CALDWELL PRODUCTION CO. INC.",GRAY,Oil,
000071898,34132096,10,06577,"SNEED ""D""",12,"PANHANDLE MOORE COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",MOORE,Oil,"MOORE COUNTY LIME, GRANITE WASH"
000072020,23310759,10,01048,KAY,19,"PANHANDLE HUTCHINSON COUNTY FLD.","IRVIN PETROLEUM INC.",HUTCHINSON,Oil,
000072058,23332283,10,06463,"DAVID & HANSEN",2,"PANHANDLE HUTCHINSON COUNTY FLD.","STALLION ENERGY LLC",HUTCHINSON,Oil,
000072200,23300329,10,01126,"PERKINS, J. J. ETAL",2,"PANHANDLE HUTCHINSON COUNTY FLD.","DP WELL WORKS I, LLC",HUTCHINSON,Oil,
000072223,34131179,10,05727,BRITTON,2W,"PANHANDLE MOORE COUNTY FIELD","L & G OPERATING, INC.",MOORE,Oil,
000072225,34130247,10,03800,SNEED,5302W,"PANHANDLE MOORE COUNTY FIELD","H & M RESOURCES, LLC",MOORE,Oil,
000072317,35930117,10,04477,"MANSFIELD ""A""",4,"LAMBERT 2 (CISCO)","BAKER & TAYLOR DRILLING CO.",OLDHAM,Oil,
000072388,48300053,10,01426,"WORLEY, E. A.",9,"PANHANDLE WHEELER COUNTY FIELD","DONALU OIL",WHEELER,Oil,
000072451,06501047,10,02117,"EMPIRE GRANITE WASH UNIT",410W,"PANHANDLE CARSON COUNTY FIELD","PG-M INTERNATIONAL OPERATING,LLC",CARSON,Oil,
000072498,23331099,10,00794,"DIAL, C. L., ETAL",279,"PANHANDLE HUTCHINSON COUNTY FLD.","SNW OPERATING COMPANY",HUTCHINSON,Oil,
000072659,48331240,10,02300,"LAYCOCK, O. A.",9,"PANHANDLE WHEELER COUNTY FIELD","RENEAU OIL CO.",WHEELER,Oil,
000072676,23330633,10,04278,SANFORD,5W,"PANHANDLE HUTCHINSON COUNTY FLD.",LERA,HUTCHINSON,Oil,
000072889,06500750,10,00138,"COOPER B & E",5W,"PANHANDLE CARSON COUNTY FIELD","ENEREX SUPPLY, INC.",CARSON,Oil,
000072890,34132006,10,05576,FAYE-GRANT,19W,"PANHANDLE MOORE COUNTY FIELD","PLANETIERRA PARTNERSHIP",MOORE,Oil,
000072932,23301087,10,057720,"WHITTENBURG, G. A.",3,"PANHANDLE, WEST","SIGMA EXPLORATION CORP., THE",HUTCHINSON,Gas,
000072962,23301536,10,00863,HODGES,3,"PANHANDLE HUTCHINSON COUNTY FLD.","MIDNIGHT OIL CORPORATION",HUTCHINSON,Oil,
000073004,19530290,10,04189,SANDERS,1,"HANSFORD (HEPLER)","CHESAPEAKE OPERATING, INC.",HANSFORD,Oil,
000073049,06530352,10,01896,"BURNETT -RC-",9W,"PANHANDLE CARSON COUNTY FIELD","PONDEROSA TX OPERATING LLC",CARSON,Oil,
000073171,23330022,10,01257,HILL,"M 49","PANHANDLE HUTCHINSON COUNTY FLD.","C & C OIL PRODUCERS",HUTCHINSON,Oil,
000073419,34130171,10,03771,MCLAUGHLIN,9,"PANHANDLE (RED CAVE)","OILWELL OPERATORS, INC.",MOORE,Oil,
000073420,17983519,10,00658,"WORLEY, P. A.",8W,"PANHANDLE GRAY COUNTY FIELD","BORGER RESOURCES 4 LLC",GRAY,Oil,
000073451,23332303,10,01048,KAY,21W,"PANHANDLE HUTCHINSON COUNTY FLD.","IRVIN PETROLEUM INC.",HUTCHINSON,Oil,
000073588,23311846,10,01949,"SCOTT -B-",2,"PANHANDLE HUTCHINSON COUNTY FLD.","HOLCO OIL & GAS",HUTCHINSON,Oil,
000073749,23332342,10,06159,"PHILLIPS, OTIS ""A""",16W,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000073753,23331868,10,05806,TRACY,5W,"PANHANDLE HUTCHINSON COUNTY FLD.","ENERGY 2000, INC.",HUTCHINSON,Oil,
000073816,23307316,10,01949,"SCOTT -B-","A  3","PANHANDLE HUTCHINSON COUNTY FLD.","PARAFFIN OIL OPERATORS CORP.",HUTCHINSON,Oil,
